ats,slug,company_name,status,last_checked_at,last_successful_fetch_at,jobs_last_run,jobs_relevant_last_run,jobs_inserted_last_run,jobs_updated_last_run,jobs_irrelevant_last_run,jobs_partial_last_run,jobs_old_last_run,fetch_failed_last_run,yield_last_run,times_seen_empty,times_failed,last_relevant_at,runs_since_last_relevant,consecutive_fetch_failures,manually_disabled,scrape_tier,scrape_every_runs,bucket_last_run,last_error,provider,company,_existingjobsbysourceid
ashby,OnHires,OnHires,auto,2026-04-15T13:57:24.060Z,2026-04-15T13:57:24.060Z,49,2,0,2,47,0,0,false,0.041,0,0,2026-04-15T13:57:24.060Z,0,0,false,low,2,productive,,ashby,OnHires,
ashby,orchard,Orchard,auto,2026-04-15T13:57:24.292Z,2026-04-15T13:57:24.292Z,15,0,0,0,12,0,3,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Orchard,
ashby,persona.ai,Persona.Ai,auto,2026-04-15T13:57:25.071Z,2026-04-15T13:57:25.071Z,13,1,0,1,5,0,7,false,0.077,0,0,2026-04-15T13:57:25.071Z,0,0,false,low,2,productive,,ashby,Persona.Ai,
ashby,physicalintelligence,Physicalintelligence,auto,2026-04-15T13:57:25.345Z,2026-04-15T13:57:25.345Z,22,0,0,0,12,0,10,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Physicalintelligence,
ashby,pirros,Pirros,auto,2026-04-15T13:57:25.843Z,2026-04-15T13:57:25.843Z,3,0,0,0,3,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Pirros,
ashby,pivotrobotics,Pivotrobotics,auto,2026-04-15T13:57:26.487Z,2026-04-15T13:57:26.487Z,3,0,0,0,1,0,2,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Pivotrobotics,
ashby,point-one-navigation,Point One Navigation,auto,2026-04-15T13:57:27.341Z,2026-04-15T13:57:27.341Z,9,1,0,1,3,0,5,false,0.111,0,0,2026-04-15T13:57:27.341Z,0,0,false,medium,1,productive,,ashby,Point One Navigation,
ashby,poseidonaero,Poseidonaero,auto,2026-04-15T13:57:48.528Z,2026-04-15T13:57:48.528Z,15,15,9,6,0,0,0,false,1.000,0,0,2026-04-15T13:57:48.528Z,0,0,false,high,1,productive,,ashby,Poseidonaero,[object Map]
ashby,praxipal,Praxipal,auto,2026-04-15T13:57:49.288Z,2026-04-15T13:57:49.288Z,11,0,0,0,10,0,1,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Praxipal,
ashby,PrimeIntellect,PrimeIntellect,auto,2026-04-15T13:57:54.458Z,2026-04-15T13:57:54.458Z,22,0,0,0,7,0,15,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,PrimeIntellect,
ashby,prior-labs,Prior Labs,auto,2026-04-15T13:57:55.285Z,2026-04-15T13:57:55.285Z,17,0,0,0,10,0,7,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Prior Labs,
ashby,pylon-labs,Pylon Labs,auto,2026-04-15T13:57:55.424Z,2026-04-15T13:57:55.424Z,31,0,0,0,15,0,16,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Pylon Labs,
ashby,quartermaster,Quartermaster,auto,2026-04-15T13:57:56.339Z,2026-04-15T13:57:56.339Z,24,0,0,0,19,0,5,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Quartermaster,
ashby,quilter,Quilter,auto,2026-04-15T13:57:57.163Z,2026-04-15T13:57:57.163Z,5,0,0,0,2,0,3,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Quilter,
ashby,rabot,Rabot,auto,2026-04-15T13:57:58.054Z,2026-04-15T13:57:58.054Z,6,0,0,0,6,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Rabot,
ashby,radiant-industries,Radiant Industries,auto,2026-04-15T13:58:00.803Z,2026-04-15T13:58:00.803Z,87,0,0,0,60,0,27,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Radiant Industries,
ashby,realmalliance,Realmalliance,auto,2026-04-15T13:58:02.843Z,2026-04-15T13:58:02.843Z,7,4,0,4,1,0,2,false,0.571,0,0,2026-04-15T13:58:02.843Z,0,0,false,high,1,productive,,ashby,Realmalliance,
ashby,red6,Red6,auto,2026-04-15T13:58:04.322Z,2026-04-15T13:58:04.322Z,18,0,0,0,15,0,3,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Red6,
ashby,reflect-orbital,Reflect Orbital,auto,2026-04-15T13:58:06.349Z,2026-04-15T13:58:06.349Z,19,0,0,0,2,0,17,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Reflect Orbital,
ashby,ReflexRobotics,ReflexRobotics,auto,2026-04-15T13:58:07.179Z,2026-04-15T13:58:07.179Z,6,0,0,0,1,0,5,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,ReflexRobotics,
ashby,reliable-robotics,Reliable Robotics,auto,2026-04-15T13:58:11.035Z,2026-04-15T13:58:11.035Z,62,9,0,9,45,0,8,false,0.145,0,0,2026-04-15T13:58:11.035Z,0,0,false,medium,1,productive,,ashby,Reliable Robotics,
ashby,rhoda-ai,Rhoda Ai,auto,2026-04-15T13:58:12.093Z,2026-04-15T13:58:12.093Z,21,0,0,0,21,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Rhoda Ai,
ashby,Ridealso,Ridealso,auto,2026-04-15T13:58:14.654Z,2026-04-15T13:58:14.654Z,74,0,0,0,62,0,12,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Ridealso,
ashby,robco,Robco,auto,2026-04-15T13:58:15.816Z,2026-04-15T13:58:15.816Z,37,0,0,0,37,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Robco,
ashby,robin-radar,Robin Radar,auto,2026-04-15T13:58:18.591Z,2026-04-15T13:58:18.591Z,23,17,0,17,4,0,2,false,0.739,0,0,2026-04-15T13:58:18.591Z,0,0,false,high,1,productive,,ashby,Robin Radar,
ashby,robot-learning-co,Robot Learning Co,auto,2026-04-15T13:58:18.958Z,2026-04-15T13:58:18.958Z,0,0,0,0,0,0,0,false,0.000,8,0,,2,0,false,dead,999,empty,,ashby,Robot Learning Co,
ashby,Scale Army Careers,Scale Army Careers,auto,2026-04-15T13:58:22.291Z,2026-04-15T13:58:22.291Z,102,0,0,0,94,0,8,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Scale Army Careers,
ashby,se3,Se3,auto,2026-04-15T13:58:23.468Z,2026-04-15T13:58:23.468Z,12,5,0,5,1,0,6,false,0.417,0,0,2026-04-15T13:58:23.468Z,0,0,false,medium,1,productive,,ashby,Se3,
ashby,seneca,Seneca,auto,2026-04-15T13:58:24.294Z,2026-04-15T13:58:24.294Z,11,0,0,0,0,0,11,false,0.000,0,0,,2,0,false,low,2,old_only,,ashby,Seneca,
ashby,sensmore,Sensmore,auto,2026-04-15T13:58:24.859Z,2026-04-15T13:58:24.859Z,8,0,0,0,6,0,2,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Sensmore,
ashby,sentinel-eagle,Sentinel Eagle,auto,2026-04-15T13:58:26.044Z,2026-04-15T13:58:26.044Z,3,1,0,1,2,0,0,false,0.333,0,0,2026-04-15T13:58:26.044Z,0,0,false,medium,1,productive,,ashby,Sentinel Eagle,
ashby,sereact,Sereact,auto,2026-04-15T13:58:27.207Z,2026-04-15T13:58:27.207Z,27,0,0,0,26,0,1,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Sereact,
ashby,serverobotics,Serverobotics,auto,2026-04-15T13:58:29.552Z,2026-04-15T13:58:29.552Z,63,0,0,0,54,0,9,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Serverobotics,
ashby,sesame,Sesame,auto,2026-04-15T13:58:30.848Z,2026-04-15T13:58:30.848Z,32,0,0,0,16,0,16,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Sesame,
ashby,sfcompute,Sfcompute,auto,2026-04-15T13:58:31.919Z,2026-04-15T13:58:31.919Z,14,0,0,0,11,0,3,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Sfcompute,
ashby,Sine Engineering,Sine Engineering,auto,2026-04-15T13:58:34.137Z,2026-04-15T13:58:34.137Z,14,11,0,11,2,0,1,false,0.786,0,0,2026-04-15T13:58:34.137Z,0,0,false,high,1,productive,,ashby,Sine Engineering,
ashby,Sine%20Engineering,Sine%20Engineering,auto,2026-04-15T13:58:35.377Z,2026-04-15T13:58:35.377Z,14,11,0,11,2,0,1,false,0.786,0,0,2026-04-15T13:58:35.377Z,0,0,false,high,1,productive,,ashby,Sine%20Engineering,
ashby,skydio,Skydio,auto,2026-04-15T13:58:45.625Z,2026-04-15T13:58:45.625Z,123,80,0,80,5,0,38,false,0.650,0,0,2026-04-15T13:58:45.625Z,0,0,false,high,1,productive,,ashby,Skydio,[object Map]
ashby,spear-ai,Spear Ai,auto,2026-04-15T13:58:46.999Z,2026-04-15T13:58:46.999Z,17,1,0,1,16,0,0,false,0.059,0,0,2026-04-15T13:58:46.999Z,0,0,false,low,2,productive,,ashby,Spear Ai,[object Map]
ashby,sphere-defense,Sphere Defense,auto,2026-04-15T13:58:48.353Z,2026-04-15T13:58:48.353Z,8,6,0,6,2,0,0,false,0.750,0,0,2026-04-15T13:58:48.353Z,0,0,false,high,1,productive,,ashby,Sphere Defense,
ashby,stainlessapi,Stainlessapi,auto,2026-04-15T13:58:50.120Z,2026-04-15T13:58:50.120Z,16,0,0,0,4,0,12,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Stainlessapi,
ashby,StandardBots,StandardBots,auto,2026-04-15T13:58:51.893Z,2026-04-15T13:58:51.893Z,36,0,0,0,35,0,1,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,StandardBots,
ashby,StandInsurance,StandInsurance,auto,2026-04-15T13:58:52.804Z,2026-04-15T13:58:52.804Z,11,0,0,0,8,0,3,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,StandInsurance,
ashby,starpath.space,Starpath.Space,auto,2026-04-15T13:58:53.755Z,2026-04-15T13:58:53.755Z,10,0,0,0,1,0,9,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Starpath.Space,
ashby,stealth startup,Stealth Startup,auto,2026-04-15T13:58:54.514Z,2026-04-15T13:58:54.514Z,3,2,0,2,1,0,0,false,0.667,0,0,2026-04-15T13:58:54.514Z,0,0,false,high,1,productive,,ashby,Stealth Startup,
ashby,sunday,Sunday,auto,2026-04-15T13:58:55.376Z,2026-04-15T13:58:55.376Z,30,0,0,0,17,0,13,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Sunday,
ashby,sunrise,Sunrise,auto,2026-04-15T13:58:55.974Z,2026-04-15T13:58:55.974Z,11,0,0,0,8,0,3,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Sunrise,
ashby,swan,Swan,auto,2026-04-15T13:58:56.720Z,2026-04-15T13:58:56.720Z,8,2,0,2,0,0,6,false,0.250,0,0,2026-04-15T13:58:56.720Z,0,0,false,medium,1,productive,,ashby,Swan,
ashby,swarmer,Swarmer,auto,2026-04-15T13:59:03.270Z,2026-04-15T13:59:03.270Z,23,6,2,4,8,0,9,false,0.261,0,0,2026-04-15T13:59:03.270Z,0,0,false,medium,1,productive,,ashby,Swarmer,[object Map]
ashby,T-Robotics,T Robotics,auto,2026-04-15T13:59:03.514Z,2026-04-10T15:02:26.574Z,0,0,0,0,0,0,0,true,0.000,0,6,,2,2,false,low,2,fetch_failed,Ashby T Robotics failed: 404,ashby,T Robotics,
ashby,taekus,Taekus,auto,2026-04-15T13:59:04.091Z,2026-04-15T13:59:04.091Z,7,0,0,0,4,0,3,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Taekus,
ashby,tandem,Tandem,auto,2026-04-15T13:59:05.247Z,2026-04-15T13:59:05.247Z,25,0,0,0,4,0,21,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Tandem,
ashby,tempo-xyz,Tempo Xyz,auto,2026-04-15T13:59:05.468Z,2026-04-15T13:59:05.468Z,17,0,0,0,11,0,6,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Tempo Xyz,
ashby,tensorwave,Tensorwave,auto,2026-04-15T13:59:06.521Z,2026-04-15T13:59:06.521Z,30,0,0,0,16,0,14,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Tensorwave,
ashby,TerraFirma,TerraFirma,auto,2026-04-15T13:59:07.398Z,2026-04-15T13:59:07.398Z,22,0,0,0,3,0,19,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,TerraFirma,
ashby,terranova,Terranova,auto,2026-04-15T13:59:08.349Z,2026-04-15T13:59:08.349Z,13,0,0,0,10,0,3,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Terranova,
ashby,teza-technologies,Teza Technologies,auto,2026-04-15T13:59:09.641Z,2026-04-15T13:59:09.641Z,13,0,0,0,4,0,9,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Teza Technologies,
ashby,the-exploration-company,The Exploration Company,auto,2026-04-15T13:59:12.545Z,2026-04-15T13:59:12.545Z,105,0,0,0,71,0,34,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,The Exploration Company,
ashby,treeswift,Treeswift,auto,2026-04-15T13:59:13.234Z,2026-04-15T13:59:13.234Z,11,1,0,1,9,0,1,false,0.091,0,0,2026-04-15T13:59:13.234Z,0,0,false,low,2,productive,,ashby,Treeswift,
ashby,tycho-ai,Tycho Ai,auto,2026-04-15T13:59:14.480Z,2026-04-15T13:59:14.480Z,7,5,0,5,2,0,0,false,0.714,0,0,2026-04-15T13:59:14.480Z,0,0,false,high,1,productive,,ashby,Tycho Ai,
ashby,unitxlabs,Unitxlabs,auto,2026-04-15T13:59:14.993Z,2026-04-15T13:59:14.993Z,9,1,0,1,7,0,1,false,0.111,0,0,2026-04-15T13:59:14.993Z,0,0,false,medium,1,productive,,ashby,Unitxlabs,
ashby,upvest,Upvest,auto,2026-04-15T13:59:16.075Z,2026-04-15T13:59:16.075Z,30,0,0,0,24,0,6,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Upvest,
ashby,vanta,Vanta,auto,2026-04-15T13:59:16.446Z,2026-04-15T13:59:16.446Z,163,0,0,0,100,0,63,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Vanta,
ashby,venn,Venn,auto,2026-04-15T13:59:17.192Z,2026-04-15T13:59:17.192Z,12,0,0,0,12,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Venn,
ashby,Verne Robotics,Verne Robotics,auto,2026-04-15T13:59:17.692Z,2026-04-15T13:59:17.692Z,4,0,0,0,4,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Verne Robotics,
ashby,voxel,Voxel,auto,2026-04-15T13:59:18.521Z,2026-04-15T13:59:18.521Z,9,0,0,0,9,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Voxel,
ashby,voyant-photonics,Voyant Photonics,auto,2026-04-15T13:59:20.249Z,2026-04-15T13:59:20.249Z,22,5,0,5,2,0,15,false,0.227,0,0,2026-04-15T13:59:20.249Z,0,0,false,medium,1,productive,,ashby,Voyant Photonics,
ashby,watneyrobotics,Watneyrobotics,auto,2026-04-15T13:59:20.487Z,2026-04-15T13:59:20.487Z,8,0,0,0,0,0,8,false,0.000,0,0,,2,0,false,low,2,old_only,,ashby,Watneyrobotics,
ashby,witnessai,Witnessai,auto,2026-04-15T13:59:21.183Z,2026-04-15T13:59:21.183Z,4,0,0,0,4,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Witnessai,
ashby,xbowcareers,Xbowcareers,auto,2026-04-15T13:59:21.380Z,2026-04-15T13:59:21.380Z,36,0,0,0,36,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Xbowcareers,
ashby,yumaai,Yumaai,auto,2026-04-15T13:59:21.501Z,2026-04-15T13:59:21.501Z,4,0,0,0,0,0,4,false,0.000,0,0,,2,0,false,low,2,old_only,,ashby,Yumaai,
ashby,zauber,Zauber,auto,2026-04-15T13:59:21.713Z,2026-04-15T13:59:21.713Z,7,0,0,0,3,0,4,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Zauber,
ashby,zefir,Zefir,auto,2026-04-15T13:59:21.938Z,2026-04-15T13:59:21.938Z,19,0,0,0,10,0,9,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Zefir,
ashby,zydro,Zydro,auto,2026-04-15T13:59:22.267Z,2026-04-15T13:59:22.267Z,1,0,0,0,0,0,1,false,0.000,0,0,,2,0,false,low,2,old_only,,ashby,Zydro,
ashby,zyphra,Zyphra,auto,2026-04-15T13:59:22.493Z,2026-04-15T13:59:22.493Z,14,0,0,0,14,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Zyphra,
greenhouse,24hourhomecare,24hourhomecare,auto,2026-04-15T13:59:22.947Z,2026-04-15T13:59:22.947Z,33,0,0,0,33,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,24hourhomecare,
greenhouse,aevexaerospace,Aevexaerospace,auto,2026-04-15T13:59:26.436Z,2026-04-15T13:59:26.436Z,114,32,0,32,82,0,0,false,0.281,0,0,2026-04-15T13:59:26.436Z,0,0,false,medium,1,productive,,greenhouse,Aevexaerospace,
greenhouse,agilityrobotics,Agilityrobotics,auto,2026-04-15T13:59:26.724Z,2026-04-15T13:59:26.724Z,47,0,0,0,47,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Agilityrobotics,
greenhouse,alpineeagle,Alpineeagle,auto,2026-04-15T13:59:28.425Z,2026-04-15T13:59:28.425Z,17,17,0,17,0,0,0,false,1.000,0,0,2026-04-15T13:59:28.425Z,0,0,false,high,1,productive,,greenhouse,Alpineeagle,
greenhouse,altentechnologyusa,Altentechnologyusa,auto,2026-04-15T13:59:29.240Z,2026-04-15T13:59:29.240Z,139,3,0,3,136,0,0,false,0.022,0,0,2026-04-15T13:59:29.240Z,0,0,false,low,2,productive,,greenhouse,Altentechnologyusa,
greenhouse,andurilindustries,Anduril,auto,2026-04-15T14:00:32.132Z,2026-04-15T14:00:32.132Z,1829,389,4,385,1440,0,0,false,0.213,0,0,2026-04-15T14:00:32.132Z,0,0,false,medium,1,productive,,greenhouse,Anduril,[object Map]
greenhouse,appliedintuition,Appliedintuition,auto,2026-04-15T14:00:37.798Z,2026-04-15T14:00:37.798Z,195,8,2,6,187,0,0,false,0.041,0,0,2026-04-15T14:00:37.798Z,0,0,false,low,2,productive,,greenhouse,Appliedintuition,[object Map]
greenhouse,apptronik,Apptronik,auto,2026-04-15T14:00:38.198Z,2026-04-15T14:00:38.198Z,52,0,0,0,52,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Apptronik,
greenhouse,arxroboticsgmbh,Arxroboticsgmbh,auto,2026-04-15T14:00:40.481Z,2026-04-15T14:00:40.481Z,29,24,0,24,5,0,0,false,0.828,0,0,2026-04-15T14:00:40.481Z,0,0,false,high,1,productive,,greenhouse,Arxroboticsgmbh,
greenhouse,attorneysfriedfrankharrisshriverjacobsonllp,Attorneysfriedfrankharrisshriverjacobsonllp,auto,2026-04-15T14:00:40.684Z,2026-04-15T14:00:40.684Z,13,0,0,0,13,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Attorneysfriedfrankharrisshriverjacobsonllp,
greenhouse,aurorainnovation,Aurorainnovation,auto,2026-04-15T14:00:42.235Z,2026-04-15T14:00:42.235Z,173,8,0,8,165,0,0,false,0.046,0,0,2026-04-15T14:00:42.235Z,0,0,false,low,2,productive,,greenhouse,Aurorainnovation,
greenhouse,axogen,Axogen,auto,2026-04-15T14:00:42.542Z,2026-04-15T14:00:42.542Z,23,0,0,0,23,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Axogen,
greenhouse,axon,Axon,auto,2026-04-15T14:00:49.934Z,2026-04-15T14:00:49.934Z,520,50,0,50,470,0,0,false,0.096,0,0,2026-04-15T14:00:49.934Z,0,0,false,low,2,productive,,greenhouse,Axon,
greenhouse,botauto,Botauto,auto,2026-04-15T14:00:50.214Z,2026-04-15T14:00:50.214Z,17,0,0,0,13,0,4,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Botauto,
greenhouse,brightai,Brightai,auto,2026-04-15T14:00:50.673Z,2026-04-15T14:00:50.673Z,10,3,0,3,4,0,3,false,0.300,0,0,2026-04-15T14:00:50.673Z,0,0,false,medium,1,productive,,greenhouse,Brightai,
greenhouse,coalition,Coalition,auto,2026-04-15T14:00:51.003Z,2026-04-15T14:00:51.003Z,25,0,0,0,25,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Coalition,
greenhouse,codalinc,Codalinc,auto,2026-04-15T14:00:51.542Z,2026-04-15T14:00:51.542Z,23,0,0,0,23,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Codalinc,
greenhouse,corelight,Corelight,auto,2026-04-15T14:00:51.810Z,2026-04-15T14:00:51.810Z,33,0,0,0,33,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Corelight,
greenhouse,coreweaveu,Coreweaveu,auto,2026-04-15T14:00:52.212Z,2026-04-15T14:00:52.212Z,38,0,0,0,38,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Coreweaveu,
greenhouse,cti,Cti,auto,2026-04-15T14:00:52.348Z,2026-04-15T14:00:52.348Z,0,0,0,0,0,0,0,false,0.000,8,0,,2,0,false,dead,999,empty,,greenhouse,Cti,
greenhouse,cyware,Cyware,auto,2026-04-15T14:00:52.560Z,2026-04-15T14:00:52.560Z,0,0,0,0,0,0,0,false,0.000,3,0,,2,0,false,dead,999,empty,,greenhouse,Cyware,
greenhouse,density,Density,auto,2026-04-15T14:00:52.692Z,,0,0,0,0,0,0,0,true,0.000,0,8,,2,2,false,low,2,fetch_failed,Greenhouse Density failed: 404,greenhouse,Density,
greenhouse,dropbox,Dropbox,auto,2026-04-15T14:00:53.213Z,2026-04-15T14:00:53.213Z,106,0,0,0,106,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Dropbox,
greenhouse,ebury,Ebury,auto,2026-04-15T14:00:53.983Z,2026-04-15T14:00:53.983Z,248,0,0,0,248,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Ebury,
greenhouse,eositsolutions,Eositsolutions,auto,2026-04-15T14:00:54.485Z,2026-04-15T14:00:54.485Z,136,0,0,0,136,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Eositsolutions,
greenhouse,flyzipline,Zipline,auto,2026-04-15T14:01:17.785Z,2026-04-15T14:01:17.785Z,190,177,3,174,13,0,0,false,0.932,0,0,2026-04-15T14:01:17.785Z,0,0,false,high,1,productive,,greenhouse,Zipline,[object Map]
greenhouse,freedomofthepressfoundation,Freedomofthepressfoundation,auto,2026-04-15T14:01:18.051Z,,0,0,0,0,0,0,0,true,0.000,0,8,,2,2,false,low,2,fetch_failed,Greenhouse Freedomofthepressfoundation failed: 404,greenhouse,Freedomofthepressfoundation,
greenhouse,gatherai,Gatherai,auto,2026-04-15T14:01:20.941Z,2026-04-15T14:01:20.941Z,28,25,0,25,3,0,0,false,0.893,0,0,2026-04-15T14:01:20.941Z,0,0,false,high,1,productive,,greenhouse,Gatherai,
greenhouse,gatikaiinc,Gatikaiinc,auto,2026-04-15T14:01:26.477Z,2026-04-15T14:01:26.477Z,60,47,0,47,13,0,0,false,0.783,0,0,2026-04-15T14:01:26.477Z,0,0,false,high,1,productive,,greenhouse,Gatikaiinc,
greenhouse,glydways,Glydways,auto,2026-04-15T14:01:33.318Z,2026-04-15T14:01:33.318Z,23,0,0,0,23,0,0,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Glydways,
greenhouse,goodman,Goodman,auto,2026-04-15T14:01:33.667Z,2026-04-15T14:01:33.667Z,28,0,0,0,20,0,8,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,greenhouse,Goodman,
